,Name,Rating,Price Rs,RAM Gb,ROM Gb,Expandable GB,Size Cm,Size Inch,R1 Cam MP,R2 Cam MP,R3 Cam MP,R4 Cam MP,Battery Mah,Processor,Image,Brand
713,"Vivo Y91 (Ocean Blue, 32 GB)",4.4,"11,990",2,32,256.0,15.8,6.22,13.0,2.0,,,4030,Helio P22 (MTK6762R) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
714,"Micromax iOne (Black, 16 GB)",3.9,"5,999",2,16,64.0,13.84,5.45,5.0,,,,2200,SC9863A Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Micromax
715,"Samsung Galaxy J5 Prime (Gold, 32 GB)",4.3,"13,500",3,32,256.0,12.7,5.0,13.0,,,,2400,Exynos 7570 Quad Core 1.4GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
716,"Nokia 5 (Matte Black, 16 GB)",4.1,"12,499",3,16,128.0,13.21,5.2,13.0,,,,3000,Qualcomm Snapdragon 430 64-bit Octa Core 1.4 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Nokia
717,"Itel VISION 1 (GRADATION BLUE, 32 GB)",2.5,"6,899",2,32,128.0,15.46,6.088,8.0,,,,4000,UNISOC SC9863A OCTA CORE Processor,https://rukminim1.flixcart.com/image/312/312/kebpqq80/mobile/x/g/q/itel-vision-1-l6005-original-imafvf3kvzdqzszh.jpeg?q=70,
718,"Vivo Y91 (Nebula Purple, 32 GB)",4.4,"10,500",3,32,256.0,15.8,6.22,13.0,2.0,,,4030,Qualcomm Snapdragon 439 Processor,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/v/x/k/y91-32-d-1811-pd1818bf-ex-vivo-3-original-imafgrndgu2gazrv.jpeg?q=70,Vivo
719,"Vivo Y71i (Gold, 16 GB)",4.3,"8,900",2,16,256.0,15.24,6.0,8.0,,,,3360,Qualcomm Snapdragon 425 Processor,https://rukminim1.flixcart.com/image/312/312/jjrgosw0/mobile/c/h/d/vivo-y71i-1801-1731b-original-imaf79huc3gjjhvp.jpeg?q=70,Vivo
720,"Samsung Galaxy S10 (Prism Blue, 128 GB)",4.6,"61,900",8,128,512.0,15.49,6.1,16.0,12.0,,,3400,Exynos 9 9820 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
721,"I Kall K600 (Black, 16 GB)",2.9,"3,899",2,16,,12.7,5.0,5.0,,,,2200,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
722,"Voto V2i (Black, 32 GB)",3.5,"4,890",2,32,,12.7,5.0,13.0,,,,3000,Spreadtrum SC9832 Cortex A7 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
723,"Vivo Y93 (Starry Black, 64 GB)",4.4,"14,990",3,64,256.0,15.8,6.22,13.0,2.0,,,4030,MediaTek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
724,"OPPO A3s (Purple, 64 GB)",4.3,"15,000",4,64,256.0,15.75,6.2,13.0,2.0,,,4230,Qualcomm Snapdragon 450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
725,"I Kall K600 (Gold, 16 GB)",2.9,"3,999",2,16,,12.7,5.0,5.0,,,,2200,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
726,"Leagoo M9 Pro (Gold, 16 GB)",3.8,"7,499",2,16,,14.53,5.72,13.0,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
727,"Samsung Galaxy Note 20 Ultra 5G (Mystic Black, 256 GB)",4.6,"1,04,999",12,256,1.0,17.53,6.9,108.0,12.0,12,,4500,Exynos Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
728,"Mi 10 (Coral Green, 128 GB)",4.3,"46,980",8,128,,16.94,6.67,108.0,13.0,2,2.0,4780,Qualcomm Snapdragon 865 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
729,"Vivo U10 (Thunder Black, 64 GB)",4.4,"12,990",4,64,256.0,16.13,6.35,13.0,8.0,2,,5000,Qualcomm Snapdragon 665 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
730,"LG V30+ (Black, 128 GB)",4.3,"24,999",4,128,2.0,15.24,6.0,16.0,13.0,,,3300,Qualcomm Snapdragon 835 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,LG
731,"LG W10 Alpha (Black, 32 GB)",3.7,"8,490",3,32,512.0,14.5,5.71,8.0,,,,3450,SC9863 Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,LG
732,"Samsung Galaxy Note 9 (Midnight Black, 512 GB)",4.6,"84,900",8,512,512.0,16.26,6.4,12.0,12.0,,,4000,Samsung Exynos 9 Octa 9810 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
733,"Coolpad Cool 3 (Midnight Blue, 64 GB)",3.6,"8,999",4,64,128.0,14.48,5.7,8.0,,,,3000,SC9863A Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
734,"Panasonic P101 (Blue, 16 GB)",4.0,"5,999",2,16,128.0,13.84,5.45,8.0,,,,2500,MT6739WA Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
735,"Itel A44 Pro (Black, 16 GB)",4.3,"5,995",2,16,,13.84,5.45,8.0,,,,2400,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
736,"LG V40 ThinQ (Platinum Grey, 128 GB)",4.4,"60,000",6,128,2.0,16.26,6.4,16.0,12.0,,,3300,Qualcomm Snapdragon 845 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,LG
737,"Mi A2 (Gold, 64 GB)",4.2,"12,990",4,64,,15.21,5.99,20.0,12.0,,,3010,Qualcomm Snapdragon 660 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
738,"Vivo Y81i (Black, 16 GB)",4.4,"9,800",2,16,256.0,15.8,6.22,13.0,,,,3260,MediaTek Helio A22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
739,"Honor 9i (Aurora Blue, 64 GB)",4.3,"19,999",4,64,128.0,14.99,5.9,16.0,2.0,,,3340,Huawei Kirin 659 Octa Core Clocked up to 2.36 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
740,"OPPO A9 (Marble Green, 128 GB)",4.4,"16,490",4,128,256.0,16.59,6.53,16.0,2.0,,,4020,MTK MT6771V (P70) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
741,"InFocus Turbo 5 Plus (Royal Gold, 32 GB)",3.9,"9,500",3,32,32.0,13.97,5.5,13.0,5.0,,,4850,MediaTek MT6750 Processor,https://rukminim1.flixcart.com/image/312/312/jgpfs7k0/mobile/w/c/p/infocus-turbo-5-plus-turbo-5-plus-original-imaf4vfry4fpstux.jpeg?q=70,
742,"Samsung Galaxy J7 Nxt (Gold, 32 GB)",4.3,"12,000",3,32,256.0,13.97,5.5,13.0,,,,3000,Exynos Octa Core 1.6 GHz Processor,https://rukminim1.flixcart.com/image/312/312/jc0ttow0-1/mobile/n/a/k/samsung-galaxy-j7-nxt-sm-j701fzdyins-original-imaff8yfg2gnrjhy.jpeg?q=70,Samsung
743,"Redmi Note 4 (Dark Grey, 64 GB)",4.4,"11,998",4,64,128.0,13.97,5.5,13.0,,,,4100,Qualcomm Snapdragon 625 64-bit Octa Core 2GHz Processor,https://rukminim1.flixcart.com/image/312/312/mobile/9/8/z/mi-redmi-note-4-na-original-imaeqdxjuadhagfc.jpeg?q=70,Redmi
744,"Tecno Camon i 2 (Champagne Gold, 32 GB)",4.3,"11,999",3,32,128.0,15.75,6.2,13.0,13.0,,,3750,MT6761 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
745,"Realme 3 Pro (Lightning Purple, 128 GB)",4.5,"16,999",6,128,256.0,16.0,6.3,16.0,5.0,,,4045,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
746,"Realme 3 Pro (Nitro Blue, 64 GB)",4.5,"13,999",4,64,256.0,16.0,6.3,16.0,5.0,,,4045,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
747,"Realme 3 Pro (Lightning Purple, 64 GB)",4.5,"15,999",6,64,256.0,16.0,6.3,16.0,5.0,,,4045,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
748,"Samsung Galaxy J6 (Black, 64 GB)",4.5,"14,990",4,64,256.0,14.22,5.6,13.0,,,,3000,Exynos 7870 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
749,"OPPO F3 (Gold, 64 GB)",4.3,"18,000",4,64,128.0,13.97,5.5,13.0,,,,3200,Mediatek MT6750T Octa Core 1.5GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
750,"OPPO F3 (Black, 64 GB)",4.3,"23,500",4,64,128.0,13.97,5.5,13.0,,,,3200,Mediatek MT6750T Octa Core 1.5GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
751,"Yu Yureka Black (Chrome Black, 32 GB)",4.0,"6,889",4,32,64.0,12.7,5.0,13.0,,,,3000,Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
752,"Tecno Camon i4 (Aqua Blue, 32 GB)",4.1,"10,000",2,32,256.0,15.75,6.2,13.0,8.0,,,3500,MediaTek Helio A22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
753,"Samsung Galaxy S20 (Cosmic Gray, 128 GB)",4.4,"70,199",8,128,1.0,15.75,6.2,64.0,12.0,12,,4000,Exynos 990 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
754,"Redmi 8A (Midnight Black, 32 GB)",4.3,"8,990",3,32,512.0,15.8,6.22,12.0,,,,5000,Qualcomm Snapdragon 439 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
755,"Samsung Galaxy J6 (Blue, 64 GB)",4.5,"9,490",4,64,256.0,14.22,5.6,13.0,,,,3000,Exynos 7870 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
756,"I Kall K220 (Blue, 16 GB)",3.0,"4,799",2,16,,15.24,6.0,5.0,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
757,"Redmi Note 5 Pro (Gold, 64 GB)",4.5,"13,490",4,64,128.0,15.21,5.99,12.0,5.0,,,4000,Qualcomm Snapdragon 636 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
758,"LG Q Stylus+ (Black, 64 GB)",3.9,"17,999",4,64,2.0,15.75,6.2,16.0,,,,3300,MediaTek MTK 6750S 1.5 Ghz Octa-core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,LG
759,"Asus Zenfone Max (Black, 32 GB)",4.1,"7,599",2,32,64.0,13.97,5.5,13.0,,,,5000,Qualcomm Snapdragon 615 Octa Core 1.5GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Asus
760,"Spinup A10 (Shine Blue, 32 GB)",3.9,"6,449",3,32,,15.82,6.23,8.0,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
761,"Mi A1 (Gold, 64 GB)",4.4,"13,999",4,64,128.0,13.97,5.5,12.0,12.0,,,3080,Qualcomm Snapdragon 625 64 bit Octa Core 2GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
762,"Mi A1 (Rose Gold, 64 GB)",4.4,"14,999",4,64,128.0,13.97,5.5,12.0,12.0,,,3080,Qualcomm Snapdragon 625 64 bit Octa Core 2GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
763,"OPPO F11 (Marble Green, 128 GB)",4.4,"17,990",6,128,256.0,16.59,6.53,48.0,5.0,,,4020,MTK MT6771V (P70) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
764,"Mi A1 (Black, 64 GB)",4.4,"13,999",4,64,128.0,13.97,5.5,12.0,12.0,,,3080,Qualcomm Snapdragon 625 64 bit Octa Core 2GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
765,"Comio S1 4G (Sunrise Gold, 32 GB)",3.9,"8,295",2,32,128.0,13.21,5.2,13.0,,,,2700,Quadcore Processor,https://rukminim1.flixcart.com/image/312/312/j752nww0/mobile/m/p/t/comio-s1-4g-comio-s1-4g-original-imaexany6ngw5sse.jpeg?q=70,
766,"Vivo Y17 (Mystic Purple, 128 GB)",4.4,"13,900",4,128,256.0,16.13,6.35,13.0,2.0,8,,5000,MTK Helio P35 (MT6765) Processor,https://rukminim1.flixcart.com/image/312/312/k1zbssw0pkrrdj/mobile-refurbished/3/e/g/y17-128-a-1902-vivo-4-original-imaffujbv69qfhhy.jpeg?q=70,Vivo
767,"Vivo Y17 (Mineral Blue, 128 GB)",4.4,"13,900",4,128,256.0,16.13,6.35,13.0,2.0,8,,5000,MTK Helio P35 (MT6765) Processor,https://rukminim1.flixcart.com/image/312/312/k1zbssw0pkrrdj/mobile-refurbished/3/g/v/y17-128-c-1902-vivo-4-original-imaffugzgfwdrcy9.jpeg?q=70,Vivo
768,"Nokia 5.1 (Black&Blue, 32 GB)",4.0,"16,300",3,32,,13.97,5.5,16.0,,,,2970,MT6755S Octa Core 2.0�GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Nokia
769,"Mi A2 (Rose Gold, 64 GB)",4.2,"13,999",4,64,,15.21,5.99,20.0,12.0,,,3010,Qualcomm Snapdragon 660 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
770,"Samsung Galaxy J6 (Gold, 32 GB)",4.4,"12,990",3,32,256.0,14.22,5.6,13.0,,,,3000,Exynos 7870 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
771,"Samsung Galaxy Note 8 (Midnight Black, 64 GB)",4.6,"59,900",6,64,256.0,16.0,6.3,12.0,12.0,,,3300,Samsung�Exynos 8895 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
772,"Vivo V15 (Frozen Black, 64 GB)",4.4,"21,099",6,64,256.0,16.59,6.53,12.0,5.0,8,,4000,MTK Helio P70 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
773,"Ismart i1 EPIC (Black and Blue, 16 GB)",3.2,"4,999",2,16,,13.97,5.5,5.0,,,,2800,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
774,"Huawei P30 Pro (Breathing Crystal, 256 GB)",4.6,"59,690",8,256,256.0,16.43,6.47,40.0,20.0,8,,4200,Cortex-A55 Kirin 980 octa core�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Huawei
775,"Samsung Galaxy A6+ (Gold, 64 GB)",4.4,"21,990",4,64,,15.24,6.0,16.0,5.0,,,3500,Cortex A53�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
776,"Moto E 4th Gen (Iron Gray, 16 GB)",4.0,"8,499",2,16,32.0,12.7,5.0,8.0,,,,2800,MTK6737 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Motorola
777,"Gionee M7 Power (Gold, 64 GB)",4.2,"16,682",4,64,256.0,15.24,6.0,13.0,,,,5000,Qualcomm Snapdragon MSM8940 64-bit Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
778,"I Kall K210 (Blue, 16 GB)",2.8,"4,499",2,16,,13.97,5.5,5.0,,,,2800,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
779,"Panasonic P101 (Gold, 16 GB)",4.0,"5,940",2,16,128.0,13.84,5.45,8.0,,,,2500,MT6739WA Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
780,"Samsung Galaxy A20 (Black, 32 GB)",4.3,"11,490",3,32,512.0,16.26,6.4,13.0,5.0,,,4000,Exynos 7884B Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
781,"Samsung Galaxy J2 2018 (Black, 16 GB)",4.3,"7,999",2,16,256.0,12.7,5.0,8.0,,,,2600,Snapdragon 425 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
782,"OPPO A83 (Champagne, 16 GB)",4.2,"11,000",2,16,256.0,14.48,5.7,13.0,,,,3180,MT6763T Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
783,"Itel Selfiepro S41 (Obsidian Black, 16 GB)",4.0,"5,999",3,16,,12.7,5.0,8.0,,,,2700,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
784,"Tecno Camon i 2 (AQUA BLUE, 32 GB)",4.3,"12,333",3,32,128.0,15.75,6.2,13.0,2.0,,,3750,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
785,"Tecno Camon i 2 (MIDNIGHT BLACK, 32 GB)",4.3,"7,250",3,32,128.0,15.75,6.2,13.0,2.0,,,3750,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
786,"Vivo Y83 Pro (Black, 64 GB)",4.4,"14,500",4,64,256.0,15.8,6.22,13.0,2.0,,,3260,Mediatek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
787,"Vivo Y83 Pro (Nebula Purple, 64 GB)",4.4,"14,500",4,64,256.0,15.8,6.22,13.0,2.0,,,3260,Mediatek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
788,"Samsung Galaxy J8 (Black, 64 GB)",4.4,"19,500",4,64,256.0,15.24,6.0,16.0,5.0,,,3500,Qualcomm Snapdragon SDM450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
789,"Redmi Note 5 (Rose Gold, 64 GB)",4.4,"11,850",4,64,128.0,15.21,5.99,12.0,,,,4000,Qualcomm Snapdragon 625 Processor,https://rukminim1.flixcart.com/image/312/312/jdkjzww0/mobile/h/p/a/redmi-note-5-mzb5918in-original-imaf2g8zyhxc4bxy.jpeg?q=70,Redmi
790,"Honor 9N (Robin Egg Blue, 32 GB)",4.4,"12,500",3,32,256.0,14.83,5.84,13.0,2.0,,,3000,Kirin 659 Octa Core Processor,https://rukminim1.flixcart.com/image/312/312/jnhs2vk0/mobile/y/b/6/honor-9n-lld-al20-original-imafa66thevemuhs.jpeg?q=70,Honor
791,"Honor 9N (Robin Egg Blue, 64 GB)",4.3,"14,500",4,64,256.0,14.83,5.84,13.0,2.0,,,3000,Kirin 659 Octa Core Processor,https://rukminim1.flixcart.com/image/312/312/jnhs2vk0/mobile/k/k/p/honor-9n-lld-al20-original-imafa66tsacaxxzf.jpeg?q=70,Honor
792,"Lenovo A7 (Black, 32 GB)",4.0,"8,490",2,32,128.0,15.47,6.09,13.0,,,,4000,Unisoc SC9863�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Lenovo
793,"Vivo V9 Youth (Gold, 32 GB)",4.4,"17,999",4,32,256.0,16.0,6.3,16.0,2.0,,,3260,Qualcomm Snapdragon 450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
794,"I Kall K300 NEW (Black, 64 GB)",2.4,"6,799",4,64,,16.59,6.53,13.0,,,,4000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
795,"I Kall K300 NEW (Blue, 64 GB)",2.4,"6,799",4,64,,16.59,6.53,13.0,,,,4000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
796,"I Kall K300 NEW (Cyan, 64 GB)",2.4,"6,799",4,64,,16.59,6.53,13.0,,,,4000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
797,"I kall K10 (White, 32 GB)",3.0,"5,899",4,32,,15.24,6.0,8.0,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
798,"OPPO A3s (Red, 64 GB)",4.3,"14,999",4,64,256.0,15.75,6.2,13.0,2.0,,,4230,Qualcomm Snapdragon 450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
799,"OPPO A5s (Black, 32 GB)",4.3,"9,490",3,32,256.0,15.75,6.2,13.0,2.0,,,4230,MTK MT6765 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
800,"Samsung Galaxy A10s (Green, 32 GB)",4.3,"9,999",2,32,512.0,15.75,6.2,13.0,2.0,,,4000,MediaTek MT6762 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
801,"Redmi Y2 (Gold, 64 GB)",4.4,"12,810",4,64,256.0,15.21,5.99,12.0,5.0,,,3080,Qualcomm Snapdragon 625 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
802,"Panasonic P101 (Black, 16 GB)",4.0,"5,999",2,16,128.0,13.84,5.45,8.0,,,,2500,MT6739WA Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
803,"Samsung Galaxy J2 2018 (Gold, 16 GB)",4.3,"7,500",2,16,256.0,12.7,5.0,8.0,,,,2600,Snapdragon 425 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
804,"Nokia 3.1 (Blue/Copper, 16 GB)",4.0,"9,999",2,16,,13.21,5.2,13.0,,,,2990,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Nokia
805,"Nokia 3.1 (Black, 16 GB)",4.0,"9,999",2,16,,13.21,5.2,13.0,,,,2990,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Nokia
806,"Samsung Galaxy J4 (Black, 32 GB)",4.2,"10,990",3,32,256.0,13.97,5.5,13.0,,,,3000,Exynos 7570 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
807,"Samsung Galaxy A20 (Gold, 32 GB)",4.3,"12,900",3,32,512.0,16.26,6.4,13.0,5.0,,,4000,Exynos 7884B Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
808,"Samsung Galaxy A30s (Prism Crush Black, 128 GB)",4.3,"17,990",4,128,,16.26,6.4,25.0,5.0,8,,4000,Exynos 7904 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
809,"Vivo V9 Pro (Black, 64 GB)",4.4,"18,990",6,64,,16.0,6.3,13.0,2.0,,,3260,Qualcomm Snapdragon 660AIE 1.95 GHz Octa-core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
810,"Tecno Spark 4 Air (Polar Blue, 32 GB)",4.0,"6,499",3,32,256.0,15.49,6.1,13.0,0.3,,,3000,MediaTek Helio A22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Tecno Spark
811,"Redmi Y2 (Gold, 32 GB)",4.5,"10,299",3,32,256.0,15.21,5.99,12.0,5.0,,,3080,Qualcomm Snapdragon 625 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
812,"I Kall K201 (Dark Blue, 16 GB)",2.7,"5,299",2,16,,15.9,6.26,8.0,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
813,"LG Q Stylus+ (Black, 64 GB)",3.9,"17,999",4,64,2.0,15.75,6.2,16.0,,,,3300,MediaTek MTK 6750S 1.5 Ghz Octa-core Processor,https://rukminim1.flixcart.com/image/312/312/jnun1jk0/mobile/q/c/h/lg-q-stylus-lmq710ybw-aindbk-original-imafa82s4hmzd7fw.jpeg?q=70,LG
814,"Samsung Galaxy J7 Pro (Black, 64 GB)",4.4,"20,995",3,64,128.0,13.97,5.5,13.0,,,,3600,Exynos Octa-Core 1.6GHz Processor,https://rukminim1.flixcart.com/image/312/312/j5crukw0/mobile/k/s/p/samsung-j7-pro-sm-j730gzkwins-original-imaew2dwvzhy4fyr.jpeg?q=70,Samsung
815,"Coolpad Mega 5C (Grey, 16 GB)",3.4,"5,290",2,16,,13.84,5.45,5.0,,,,2500,Quadcore Processor,https://rukminim1.flixcart.com/image/312/312/k5vcya80/mobile/c/x/3/coolpad-mega-5c-1803-original-imafzghgw2hv8hga.jpeg?q=70,
816,"Tecno Camon i4 (Midnight Black, 32 GB)",4.1,"10,000",2,32,256.0,15.75,6.2,13.0,2.0,8,,3500,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
817,"Samsung Galaxy A10s (Green, 32 GB)",4.3,"9,999",2,32,512.0,15.75,6.2,13.0,2.0,,,4000,MediaTek MT6762 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
