,Name,Rating,Price Rs,RAM Gb,ROM Gb,Expandable GB,Size Cm,Size Inch,R1 Cam MP,R2 Cam MP,R3 Cam MP,R4 Cam MP,Battery Mah,Processor,Image,Brand
818,"Redmi 9i (Midnight Black, 128 GB)",4.5,"9,299",4,128,512.0,16.59,6.53,13.0,,,,5000,MediaTek Helio G25 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
819,"Tecno Camon i4 (Champagne Gold, 64 GB)",4.3,"14,415",4,64,256.0,15.75,6.2,13.0,8.0,,,3500,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
820,"Micromax Canvas 6 Pro (Black, 16 GB)",3.7,"7,999",4,16,64.0,13.97,5.5,13.0,,,,3000,Mediatek MT6795M Octa Core 2GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Micromax
821,"I Kall K9 (Blue, 16 GB)",3.4,"4,799",2,16,,15.24,6.0,5.0,,,,2800,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
822,"Samsung Galaxy J6 Plus (Black, 64 GB)",4.3,"14,000",4,64,512.0,15.24,6.0,13.0,5.0,,,3300,Qualcomm Snapdragon SD425 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
823,"Karbonn Titanium S9 Plus (Midnight Blue, 32 GB)",3.7,"6,699",2,32,,15.49,6.1,8.0,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
824,"Redmi Note 5 Pro (Rose Gold, 64 GB)",4.5,"13,790",4,64,128.0,15.21,5.99,12.0,5.0,,,4000,Qualcomm Snapdragon 636 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
825,"Redmi 6 Pro (Gold, 32 GB)",4.3,"10,995",3,32,256.0,14.83,5.84,12.0,5.0,,,4000,Qualcomm Snapdragon 625 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
826,"I Kall K-2 PLUS (Blue, 64 GB)",,"5,899",4,64,,13.97,5.5,8.0,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
827,"I Kall K-2 PLUS (Green & Blue, 64 GB)",,"5,899",4,64,,13.97,5.5,8.0,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
828,"Redmi Y3 (Prime Black, 32 GB)",4.3,"10,990",3,32,512.0,15.9,6.26,12.0,2.0,,,4000,Qualcomm Snapdragon 632 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
829,"Lenovo Z6 Pro (Black, 128 GB)",3.8,"26,999",8,128,512.0,16.23,6.39,48.0,2.0,16,8.0,4000,Qualcomm SDM855 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Lenovo
830,"Micromax CANVAS 2 PLUS (jet black, 32 GB)",3.8,"7,799",3,32,,14.48,5.7,13.0,,,,4000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Micromax
831,"Samsung Galaxy J7 Prime (Gold, 32 GB)",4.2,"15,995",3,32,256.0,13.97,5.5,13.0,,,,3300,Exynos 7870 Octa Core 1.6GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
832,"LG W10 (Smokey Gray, 32 GB)",3.9,"10,990",3,32,256.0,15.72,6.19,13.0,5.0,,,4000,Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,LG
833,"Redmi 8A (Midnight Black, 32 GB)",4.3,"8,990",3,32,512.0,15.8,6.22,12.0,,,,5000,Qualcomm Snapdragon 439 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
834,"Comio X1 Note (Sunrise Gold, 32 GB)",3.8,"8,495",3,32,128.0,15.24,6.0,13.0,5.0,,,2900,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
835,"Infinix Note 5 Stylus (Bordeaux Red, 64 GB)",3.9,"16,999",4,64,128.0,15.06,5.93,16.0,,,,4000,Mediatek Helio P23 Octa-core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Infinix
836,"Infinix Note 5 Stylus (Charcoal Blue, 64 GB)",3.9,"16,999",4,64,128.0,15.06,5.93,16.0,,,,4000,Mediatek Helio P23 Octa-core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Infinix
837,"I Kall K 8 NEw (Red, 16 GB)",3.0,"4,499",2,16,,13.97,5.5,5.0,,,,2200,Quadcore Processor,https://rukminim1.flixcart.com/image/312/312/k226oi80/mobile/d/g/y/i-kall-k-8-new-k-8-new-original-imafhhtcswfwyxjt.jpeg?q=70,
838,"Panasonic Eluga I2 Activ (Gold, 16 GB)",3.6,"6,999",2,16,128.0,12.7,5.0,8.0,,,,2200,MTK6737 Processor,https://rukminim1.flixcart.com/image/312/312/j6pctjk0/mobile/b/h/h/panasonic-eluga-i2-activ-eb-90s50y2ah-original-imaexynhbebewwbt.jpeg?q=70,
839,"I Kall K210 (Pink, 16 GB)",2.8,"4,499",2,16,,13.97,5.5,5.0,,,,2800,Quadcore Processor,https://rukminim1.flixcart.com/image/312/312/kb9ou4w0/mobile/f/k/9/i-kall-k210-k210-original-imafsngcszkhzgpf.jpeg?q=70,
840,"LG Q Stylus (Black, 32 GB)",3.8,"15,899",3,32,2.0,15.75,6.2,16.0,,,,3300,MediaTek MTK 6750S 1.5 Ghz Octa-core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,LG
841,"OPPO F3 Deepika Padukone Limited Edition (Rose Gold, 64 GB)",4.3,"17,000",4,64,128.0,13.97,5.5,13.0,,,,3200,Mediatek MT6750T Octa Core 1.5 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
842,"I Kall K400 (Black, 64 GB)",2.8,"6,099",4,64,,15.24,6.0,8.0,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
843,"Samsung Galaxy A70 (Blue, 128 GB)",4.3,"30,900",6,128,512.0,17.02,6.7,32.0,5.0,8,,4500,Qualcomm Snapdragron 675 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
844,"Motorola Edge+ (Smoky Sangria, 256 GB)",4.1,"74,999",12,256,,17.02,6.7,108.0,16.0,8,,5000,Qualcomm Snapdragon 865 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Motorola
845,"I Kall K4 PLUS (Blue, 64 GB)",2.3,"6,099",4,64,,15.24,6.0,8.0,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
846,"Samsung J7 Max (Black, 32 GB)",4.3,"19,995",4,32,256.0,14.48,5.7,13.0,,,,3300,Mediatek Octa-Core 1.69GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
847,"Moto E5 (Grey/Flash Gray, 16 GB)",4.3,"12,000",2,16,,14.48,5.7,13.0,,,,4000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Motorola
848,"Samsung Galaxy J6 Plus (Red, 64 GB)",4.3,"13,600",4,64,512.0,15.24,6.0,13.0,5.0,,,3300,Qualcomm Snapdragon SD425 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
849,"Samsung Galaxy J4 (Black, 16 GB)",4.3,"8,990",2,16,256.0,13.97,5.5,13.0,,,,3000,Exynos 7570 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
850,"ITEL A46 (DARK WATER, 32 GB)",4.1,"6,099",2,32,,13.84,5.45,8.0,,,,2400,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
851,"OPPO A7 (Glaring Gold, 64 GB)",4.3,"16,990",3,64,256.0,15.75,6.2,13.0,2.0,,,4230,Qualcomm Snapdragon 450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
852,"I Kall K3 (Gradient Red, 16 GB)",3.1,"5,499",2,16,,15.9,6.26,8.0,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
853,"Asus Zenfone Max (White, 16 GB)",4.1,"10,999",2,16,64.0,13.97,5.5,13.0,,,,5000,Qualcomm Snapdragon 410 Quad Core 1GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Asus
854,"I Kall K4 PLUS (Green, 64 GB)",2.3,"6,099",4,64,,15.24,6.0,8.0,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
855,"Honor 9N (Sapphire Blue, 64 GB)",4.3,"15,999",4,64,256.0,14.83,5.84,13.0,2.0,,,3000,Kirin 659 Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
856,"Panasonic Eluga Switch (Gun Metal Grey, 32 GB)",3.4,"14,990",2,32,,13.97,5.5,13.0,,,,2910,Cortex A53�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
857,"Vivo Y53 (Crown Gold, 16 GB)",4.2,"11,190",2,16,256.0,12.7,5.0,8.0,,,,2500,Qualcomm Snapdragon 425 64-bit Quad Core 1.4GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
858,"Samsung Galaxy Note 10 Plus (Aura Glow, 256 GB)",4.6,"85,000",12,256,1.0,17.27,6.8,12.0,,,,4300,�Exynos 9820�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
859,"Samsung Galaxy A70s (Prism Crush Red, 128 GB)",4.2,"31,000",6,128,512.0,17.02,6.7,64.0,5.0,8,,4500,Qualcomm SM6150 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
860,"Mi Mix 2 (Black, 128 GB)",4.3,"19,999",6,128,,15.21,5.99,12.0,,,,3400,Qualcomm Snapdragon 835 Octa Core 2.5 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
861,"Redmi 4 (Black, 32 GB)",4.2,"8,990",3,32,128.0,12.7,5.0,13.0,,,,4100,Snapdragon 435 Processor,https://rukminim1.flixcart.com/image/312/312/jcnovbk0/mobile/p/u/g/mi-redmi-4-4-original-imaffqz4jkfjhfvt.jpeg?q=70,Redmi
862,"OPPO F11 Pro Marvel�s Avengers Limited Edition (Space Blue, 128 GB)",,"28,990",6,128,,16.51,6.5,48.0,,,,4000,P70 octa core�Processor,https://rukminim1.flixcart.com/image/312/312/k2jbyq80pkrrdj/mobile-refurbished/u/v/n/f11-pro-marvel-s-avengers-limited-edition-128-d-cph1969-oppo-6-original-imafhg4ft7jcafvh.jpeg?q=70,OPPO
863,"Vivo V5 (Crown gold, 32 GB)",4.3,"17,980",4,32,128.0,13.97,5.5,13.0,,,,3000,MediaTek MT6750 64-bit Octa Core 1.5GHz Processor,https://rukminim1.flixcart.com/image/312/312/mobile/z/q/y/vivo-v5-v5-original-imaeznchtf7nsn3r.jpeg?q=70,Vivo
864,"Samsung Galaxy A71 (Prism Crush Silver, 128 GB)",4.4,"33,990",8,128,512.0,17.02,6.7,64.0,12.0,5,5.0,4500,Qualcomm SM7150 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
865,"Tecno Camon i4 (Nebula Black, 64 GB)",4.3,"14,994",4,64,256.0,15.75,6.2,13.0,8.0,,,3500,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
866,"Gionee A1 (Black, 64 GB)",4.0,"21,499",4,64,256.0,13.97,5.5,13.0,,,,4010,MediaTek MT6755 Helio P10 Octa Core 2.0GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
867,"OPPO A83 (2018 Edition) (Champagne, 64 GB)",4.3,"19,000",4,64,,14.48,5.7,13.0,,,,3180,MT6763T Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
868,"Micromax Canvas 2 (Chrome Black, 16 GB)",3.7,"6,399",3,16,64.0,12.7,5.0,13.0,,,,3050,Mediatek MT6737 Quad Core 1.25GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Micromax
869,"Vivo Y53 (Matte Black, 16 GB)",4.2,"8,490",2,16,256.0,12.7,5.0,8.0,,,,2500,Qualcomm Snapdragon 425 64-bit Quad Core 1.4GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
870,"Redmi 6 Pro (Red, 64 GB)",4.3,"12,920",4,64,256.0,14.83,5.84,12.0,5.0,,,4000,Qualcomm Snapdragon 625 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
871,"Samsung Galaxy S10 Plus (Ceramic Black, 512 GB)",4.6,"73,800",8,512,512.0,16.26,6.4,16.0,12.0,,,4100,Exynos 9 9820 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
872,"Itel A44 Pro (Champagne, 16 GB)",4.3,"6,290",2,16,,13.84,5.45,8.0,,,,2400,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
873,"OPPO F1 Plus (Gold, 64 GB)",4.0,"27,500",4,64,,13.97,5.5,13.0,,,,2850,Cortex-A53 (Mediatek MT6755 Helio P10) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
874,"Coolpad Note 5 (Royal Gold, 32 GB)",3.9,"9,995",4,32,64.0,13.97,5.5,13.0,,,,4010,MSM8952 Snapdragon 617 ARM Cortex A53 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
875,"OPPO A83 (2018 Edition) (Blue, 64 GB)",4.3,"15,000",4,64,,14.48,5.7,13.0,,,,3180,MT6763T Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
876,"Samsung Galaxy M30S (Black, 128 GB)",4.3,"17,077",4,128,512.0,16.26,6.4,48.0,8.0,,,6000,Exynos 9611 octa core�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
877,"Samsung Galaxy J4 (Blue, 32 GB)",4.2,"13,023",3,32,256.0,13.97,5.5,13.0,,,,3000,Exynos 7570 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
878,"OPPO A3s (Red, 16 GB)",4.4,"9,500",2,16,256.0,15.75,6.2,13.0,2.0,,,4230,Qualcomm Snapdragon 450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
879,"Samsung Galaxy A6+ (Blue, 64 GB)",4.4,"25,600",4,64,,15.24,6.0,16.0,5.0,,,3500,Qualcomm Snapdragon 450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
880,"Vivo Y12 (Aqua Blue, 32 GB)",4.3,"13,999",4,32,256.0,16.13,6.35,13.0,2.0,8,,5000,MediaTek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
881,"Voto V2 (Rose Gold, 16 GB)",3.5,"4,499",2,16,,12.7,5.0,13.0,,,,3000,Spreadtrum SC9832 Cortex A7 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
882,"Realme 3 Pro (Nitro Blue, 64 GB)",4.5,"15,999",6,64,256.0,16.0,6.3,16.0,5.0,,,4045,Qualcomm Snapdragon 710 Octa Core 2.2 GHz AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
883,"Virat FanBox Moto G Turbo Virat Kohli (Black, 16 GB)",4.2,"8,999",2,16,32.0,12.7,5.0,13.0,,,,2470,Qualcomm Snapdragon Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Motorola
884,"Realme 1 (Moonlight Silver, 128 GB)",4.3,"10,990",6,128,,15.24,6.0,13.0,,,,3410,MediaTek Helio P60 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
885,"Realme 1 (Diamond Black, 128 GB)",4.3,"10,999",6,128,,15.24,6.0,13.0,,,,3410,MediaTek Helio P60 Processor,https://rukminim1.flixcart.com/image/312/312/jr3t5e80/mobile/w/q/z/realme-realme1-realme1-original-imafaxtzykdnzap3.jpeg?q=70,Realme
886,"Realme 1 (Diamond Red, 32 GB)",,"11,900",3,32,,15.24,6.0,13.0,,,,3410,MediaTek Helio P60 Processor,https://rukminim1.flixcart.com/image/312/312/jr3t5e80/mobile/f/w/z/realme-realme1-cph1859-original-imafcws4dverzfqv.jpeg?q=70,Realme
887,"Realme 1 (Diamond Red, 64 GB)",4.3,"10,299",4,64,,15.24,6.0,13.0,,,,3410,MediaTek Helio P60 Processor,https://rukminim1.flixcart.com/image/312/312/jr3t5e80/mobile/f/w/z/realme-realme1-cph1859-original-imafcws4dverzfqv.jpeg?q=70,Realme
888,"Realme 1 (Diamond Black, 32 GB)",,"11,990",3,32,,15.24,6.0,13.0,,,,3410,MediaTek Helio P60 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
889,"Realme 1 (Black, 64 GB)",4.3,"10,990",4,64,,15.24,6.0,13.0,,,,3410,MediaTek Helio P60 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
890,"Realme 1 (Moonlight Silver, 32 GB)",,"10,999",3,32,,15.24,6.0,13.0,,,,3410,MediaTek Helio P60 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Realme
891,"Redmi Note 5 (Black, 64 GB)",4.4,"11,490",4,64,128.0,15.21,5.99,12.0,,,,4000,Qualcomm Snapdragon 625 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
892,"Vivo Y53i (Matte Black, 16 GB)",4.2,"7,990",2,16,256.0,12.7,5.0,8.0,,,,2500,Qualcomm MSM8917 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
893,"OPPO K3 (Aurora Blue, 64 GB)",4.2,"23,990",6,64,,16.51,6.5,16.0,,,,3765,Snapdragon 710 octa core�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
894,"OPPO K3 (Jade Black, 128 GB)",4.1,"29,999",8,128,,16.51,6.5,16.0,,,,3765,Snapdragon 710 octa core�Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
895,"I Kall K 500 (Blue, 64 GB)",3.0,"6,599",4,64,,15.9,6.26,8.0,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
896,"Honor 7X (Red, 32 GB)",4.3,"14,500",4,32,256.0,15.06,5.93,16.0,2.0,,,3340,Kirin 659 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
897,"Honor 7X (Gold, 64 GB)",4.3,"15,500",4,64,,15.06,5.93,16.0,,,,3340,Kirin 659 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
898,"Honor 7X (Black, 32 GB)",4.3,"12,722",4,32,256.0,15.06,5.93,16.0,2.0,,,3340,Kirin 659 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
899,"Honor 7X (Blue, 32 GB)",4.3,"12,722",4,32,256.0,15.06,5.93,16.0,2.0,,,3340,Kirin 659 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
900,"Honor 7X (Black, 64 GB)",4.3,"15,500",4,64,256.0,15.06,5.93,16.0,2.0,,,3340,Kirin 659 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
901,"Honor 7X (Blue, 64 GB)",4.3,"15,500",4,64,256.0,15.06,5.93,16.0,2.0,,,3340,Kirin 659 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
902,"Honor 7X (Gold, 32 GB)",4.3,"14,000",4,32,256.0,15.06,5.93,16.0,2.0,,,3340,Kirin 659 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
903,"Samsung Galaxy J4 (Gold, 16 GB)",4.3,"9,500",2,16,256.0,13.97,5.5,13.0,,,,3000,Exynos 7570 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
904,"HTC Desire 826 (Blue Lagoon, 16 GB)",3.7,"27,990",2,16,128.0,13.97,5.5,13.0,,,,2600,Qualcomm Snapdragon 615 Octa Core 1.7GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
905,"Samsung Galaxy Note 9 (Metallic Copper, 128 GB)",4.6,"73,600",6,128,512.0,16.26,6.4,12.0,12.0,,,4000,Exynos 9810 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Samsung
906,"Asus ROG Phone 3 (Black, 256 GB)",4.3,"57,999",12,256,,16.74,6.59,64.0,13.0,5,,6000,Qualcomm Snapdragon 865+ (SM8250) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Asus
907,"I Kall K6 (Red, 32 GB)",3.0,"6,299",4,32,,15.9,6.26,5.0,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
908,"Vivo V9 (Pearl Black, 64 GB)",4.5,"23,990",4,64,256.0,16.0,6.3,16.0,5.0,,,3260,Qualcomm Snapdragon 626 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
909,"Realme 2 Pro (Ice Lake, 64 GB)",4.5,"16,990",6,64,256.0,16.0,6.3,16.0,2.0,,,3500,Qualcomm Snapdragon 660 Octa Core 1.95GHz AIE Processor,https://rukminim1.flixcart.com/image/312/312/jmgmmq80/mobile/x/m/y/realme-2-pro-rmx1801-original-imaf9cu2przq9g8z.jpeg?q=70,Realme
910,"Samsung Galaxy S8 Plus (Midnight Black, 64 GB)",4.6,"53,990",4,64,256.0,15.75,6.2,12.0,,,,3500,Exynos 8895 Octa Core 2.3GHz Processor,https://rukminim1.flixcart.com/image/312/312/j1nvwcw0/mobile/q/w/v/samsung-galaxy-s8-plus-sm-g955f-original-imaet6mkffszygpy.jpeg?q=70,Samsung
911,"Vivo V11 (Nebula Purple, 64 GB)",4.5,"24,990",6,64,256.0,16.0,6.3,16.0,5.0,,,3315,MediaTek P60 Octa Core 2.0 GHz Processor,https://rukminim1.flixcart.com/image/312/312/jmgmmq80/mobile/g/u/3/vivo-v11-pd1813f-ex-vivo-1806-original-imaf9cy8n9tcp3nz.jpeg?q=70,Vivo
912,"Honor 7C (Blue, 32 GB)",4.2,"12,999",3,32,256.0,15.21,5.99,13.0,2.0,,,3000,Qualcomm SDM450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Honor
913,"Alcatel Idol 4 (Metal Silver, 16 GB)",3.7,"16,999",3,16,512.0,13.21,5.2,13.0,,,,2610,MSM8952 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
914,"Nokia 9 (Blue, 128 GB)",3.8,"31,999",6,128,,15.21,5.99,5.0,,,,3320,Qualcomm Snapdragon 845 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Nokia
915,"Alcatel Idol 4 (Dark Grey, 16 GB)",3.7,"16,999",3,16,512.0,13.21,5.2,13.0,,,,2610,MSM8952 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
916,"OPPO A57 (Gold, 32 GB)",4.2,"13,500",3,32,256.0,13.21,5.2,13.0,,,,2900,Qualcomm Snapdragon 435 Octa Core 1.4GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
917,"OPPO A71 New Edition (Black, 16 GB)",4.4,"9,940",3,16,256.0,13.21,5.2,13.0,,,,3000,Snapdragon 450 (MSM450) Octa Core 1.8 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
918,"Blackberry Evolve (Black, 64 GB)",3.7,"29,999",4,64,256.0,15.21,5.99,13.0,13.0,,,4000,Qualcomm SDM450 with 64 bit Octa-core 1.8GHz Cortex-A53 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
919,"POCO F1 (Rosso Red, 64 GB)",4.5,"21,999",6,64,256.0,15.7,6.18,12.0,5.0,,,4000,Qualcomm Snapdragon 845 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Redmi
920,"Kekai S5 (Blue, 16 GB)",2.8,"4,679",2,16,32.0,13.97,5.5,5.0,,,,3200,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
921,"Ismart i 1 Jumbo (Dark Red, 16 GB)",3.0,"5,899",2,16,,15.21,5.99,5.0,,,,3000,Quadcore Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,
922,"Vivo V7 (Gold, 32 GB)",4.4,"18,990",4,32,256.0,14.48,5.7,16.0,,,,3000,Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,Vivo
923,"OPPO A5s (Red, 32 GB)",4.3,"12,990",3,32,256.0,15.75,6.2,13.0,2.0,,,4230,MTK MT6765 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg,OPPO
